business,price_negotiable,number_of_rooms,total_area,total_living_area,total_floors,ceiling_height,furnished_house,year_of_construction_sale,comission,house_repairs_Авторский_проект,house_repairs_Евроремонт,house_repairs_Не_достроен,house_repairs_Под_снос,house_repairs_Предчистовая_отделка,house_repairs_Средний_ремонт,house_repairs_Требует_ремонта,house_repairs_Черновая_отделка,more_house_Air_conditioner,more_house_Basement,more_house_Bathhouse,more_house_Garage,more_house_Garden,more_house_Gym,more_house_Home_appliances,more_house_Internet,more_house_Satellite_TV,more_house_Sauna,more_house_Security,more_house_Sewerage,more_house_Storage_room,more_house_Swimming_pool,more_house_Telephone,near_is_Bus_stops,near_is_Cafe,near_is_Entertainment_venues,near_is_Green_area,near_is_Hospital,near_is_Kindergarten,near_is_Park,near_is_Parking_lot,near_is_Playground,near_is_Polyclinic,near_is_Restaurants,near_is_School,near_is_Shops,near_is_Supermarket,location_district_name_tencoded,private_house_type_tencoded,house_type_tencoded,water_tencoded,electricity_tencoded,heating_tencoded,gas_tencoded,wc_house_tencoded,mahalla_tencoded,location_main_tencoded
0,1,3,60,40,5,280,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,212130.4708822349,270390.8341969979,271924.9716220474,271000.84235661366,270178.63114757143,283343.42129876016,270649.64651014877,270390.8341969979,233673.1533018559,281628.2604066577
